NAME,STATE,COUNTY,x,y
Niles,OH,Trumbull County,-80.765,41.183
Red Buttes,WY,Albany County,-105.595,41.182
Pine Bluffs,WY,Laramie County,-104.07,41.182
New Virginia,IA,Warren County,-93.73,41.182
Wapello,IA,Louisa County,-91.186,41.182
Lakeside,NJ,Passaic County,-74.335,41.182
Sterling Forest,NY,Orange County,-74.312,41.182
Antwerp,OH,Paulding County,-84.741,41.181
Washington Terrace,UT,Weber County,-111.983,41.18
Osceola,NE,Polk County,-97.548,41.18
Woodhull,IL,Henry County,-90.316,41.179
Tobyhanna,PA,Monroe County,-75.416,41.178
McAfee,NJ,Sussex County,-74.54,41.178
Highland Lakes,NJ,Somerset County,-74.468,41.178
Garrison,NE,Butler County,-97.168,41.177
Bradford,IL,Stark County,-89.658,41.177
Essex,IL,Kankakee County,-88.186,41.177
Emlenton,PA,Venango County,-79.708,41.177
Greenfield Hill,CT,Fairfield County,-73.291,41.176
Columbia,IA,Marion County,-93.15,41.175
Brighton,IA,Washington County,-91.82,41.175
Farrandsville,PA,Clinton County,-77.512,41.175
Glen Lyon,PA,Luzerne County,-76.074,41.175
Mentone,IN,Kosciusko County,-86.035,41.174
Hedrick,IA,Keokuk County,-92.309,41.173
Egbert,WY,Laramie County,-104.257,41.17
New Boston,IL,Mercer County,-90.997,41.17
Montgomery,PA,Lycoming County,-76.876,41.17
Wellington,OH,Lorain County,-82.218,41.169
Galva,IL,Henry County,-90.043,41.168
Litchfield,OH,Medina County,-82.022,41.168
Momence,IL,Kankakee County,-87.663,41.167
Bridgeport,CT,Fairfield County,-73.204,41.167
Pomona Heights,NY,Rockland County,-74.068,41.166
Roy,UT,Weber County,-112.035,41.165
Sarben,NE,Keith County,-101.308,41.165
Archer,NE,Merrick County,-98.137,41.165
Ithaca,NE,Saunders County,-96.54,41.163
Ossining,NY,Westchester County,-73.861,41.163
Pellettown,NJ,Sussex County,-74.674,41.162
Eddyville,IA,Mahaska County,-92.632,41.161
Ransom,IL,La Salle County,-88.647,41.161
Brookville,PA,Jefferson County,-79.083,41.161
Chappaqua,NY,Westchester County,-73.764,41.16
Hershey,NE,Lincoln County,-101.003,41.159
Stow,OH,Summit County,-81.44,41.159
Litchfield,NE,Sherman County,-99.157,41.158
Ravenna,OH,Portage County,-81.242,41.158
Grove City,PA,Mercer County,-80.088,41.158
Sutherland,NE,Lincoln County,-101.127,41.157
Fostoria,OH,Seneca County,-83.417,41.157
Sunol,NE,Cheyenne County,-102.764,41.155
Olena,OH,Huron County,-82.541,41.155
Awosting,NJ,Passaic County,-74.336,41.155
Eagle Valley,NY,Orange County,-74.226,41.155
Sloatsburg,NY,Rockland County,-74.192,41.155
Papillion,NE,Sarpy County,-96.043,41.154
Kent,OH,Portage County,-81.357,41.154
Girard,OH,Trumbull County,-80.701,41.154
Cresco,PA,Monroe County,-75.28,41.154
Belmore,OH,Putnam County,-83.938,41.153
Shickshinny,PA,Luzerne County,-76.149,41.153
Hamburg,NJ,Somerset County,-74.576,41.153
Denham,IN,Pulaski County,-86.714,41.152
Columbia City,IN,Whitley County,-85.491,41.152
Congers,NY,Rockland County,-73.945,41.151
Linby,IA,Jefferson County,-92.142,41.15
Rudeville,NJ,Sussex County,-74.544,41.15
New Hempstead,NY,Rockland County,-74.035,41.15
Lodgepole,NE,Cheyenne County,-102.637,41.149
Elliott,IA,Montgomery County,-95.165,41.149
New City,NY,Rockland County,-73.988,41.148
Wann,NE,Saunders County,-96.356,41.147
Nevinville,IA,Adams County,-94.501,41.147
Wayland,IA,Henry County,-91.661,41.147
North Creek,OH,Putnam County,-84.219,41.147
Branchville,NJ,Somerset County,-74.751,41.147
New Canaan,CT,Fairfield County,-73.494,41.147
Briarcliff Manor,NY,Westchester County,-73.823,41.146
Falls Creek,PA,Jefferson County,-78.804,41.145
Kniman,IN,Jasper County,-87.138,41.144
Sidney,NE,Cheyenne County,-102.979,41.143
Mineola,IA,Mills County,-95.696,41.143
Grant,IA,Montgomery County,-94.985,41.143
Lostant,IL,La Salle County,-89.06,41.143
Bradley,IL,Kankakee County,-87.861,41.142
Hewitt,NJ,Passaic County,-74.31,41.142
Westport,CT,Fairfield County,-73.357,41.142
Cecilville,CA,Siskiyou County,-123.142,41.141
Oconto,NE,Custer County,-99.764,41.141
Gretna,NE,Sarpy County,-96.241,41.141
Henderson,IA,Montgomery County,-95.432,41.141
Mocanaqua,PA,Luzerne County,-76.138,41.141
Ramapo,NY,Rockland County,-74.168,41.141
Fairfield,CT,Fairfield County,-73.263,41.141
Delong,IN,Fulton County,-86.416,41.139
Van Buren,OH,Hancock County,-83.649,41.139
Medina,OH,Medina County,-81.863,41.139
Castella,CA,Shasta County,-122.321,41.138
Lake Village,IN,Newton County,-87.449,41.138
Paulding,OH,Paulding County,-84.581,41.138
Havana,OH,Huron County,-82.747,41.137
Harrisville,PA,Butler County,-80.009,41.137
Lock Haven,PA,Clinton County,-77.446,41.137
Viola,NY,Rockland County,-74.082,41.137
New Square,NY,Rockland County,-74.037,41.137
Southport,CT,Fairfield County,-73.282,41.137
Swedeburg,NE,Saunders County,-96.622,41.136
Bellevue,NE,Sarpy County,-95.892,41.136
Scarborough,NY,Westchester County,-73.858,41.136
Lovilia,IA,Monroe County,-92.908,41.134
Cuyahoga Falls,OH,Summit County,-81.484,41.134
Cheyenne,WY,Laramie County,-104.818,41.133
Touhy,NE,Saunders County,-96.824,41.133
Packwood,IA,Jefferson County,-92.083,41.133
North Church,NJ,Sussex County,-74.61,41.133
Pleasantville,NY,Westchester County,-73.792,41.133
Roscoe,NE,Keith County,-101.587,41.131
West Milford,NJ,Passaic County,-74.366,41.131
Claypool,IN,Kosciusko County,-85.88,41.129
Augusta,NJ,Sussex County,-74.728,41.129
Ogallala,NE,Keith County,-101.72,41.128
Loma,NE,Butler County,-96.942,41.128
Lorimor,IA,Union County,-94.054,41.128
Elimsport,PA,Lycoming County,-77.02,41.128
Hillcrest,NY,Rockland County,-74.04,41.128
Highland Center,IA,Wapello County,-92.353,41.127
Burgess,IL,Mercer County,-90.642,41.127
Armonk,NY,Westchester County,-73.713,41.127
Rochester,OH,Lorain County,-82.305,41.126
Woodburn,IN,Allen County,-84.853,41.125
Paxton,NE,Keith County,-101.357,41.124
North Platte,NE,Lincoln County,-100.766,41.124
Hillburn,NY,Rockland County,-74.169,41.124
Thornwood,NY,Westchester County,-73.778,41.124
Greens Farms,CT,Fairfield County,-73.318,41.124
Winfield,IA,Henry County,-91.442,41.123
Buford,WY,Albany County,-105.306,41.122
Jamison,IA,Clarke County,-93.725,41.122
Republic,OH,Seneca County,-83.016,41.122
Mount Pocono,PA,Monroe County,-75.364,41.122
Franklin,NJ,Somerset County,-74.58,41.122
Archville,NY,Westchester County,-73.861,41.122
Bieber,CA,Lassen County,-121.146,41.121
Mount Etna,IA,Adams County,-94.736,41.121
Streator,IL,La Salle County,-88.836,41.121
Karthaus,PA,Clearfield County,-78.113,41.121
Millville,PA,Columbia County,-76.529,41.121
Carl,IA,Adams County,-94.664,41.12
Kankakee,IL,Kankakee County,-87.861,41.12
Ross Corner,NJ,Sussex County,-74.712,41.12
Dannebrog,NE,Howard County,-98.547,41.119
DuBois,PA,Clearfield County,-78.76,41.119
Rockville,NE,Sherman County,-98.833,41.118
Valley Cottage,NY,Rockland County,-73.955,41.118
Norwalk,CT,Fairfield County,-73.407,41.118
Clearfield,UT,Davis County,-112.027,41.116
Central City,NE,Merrick County,-98.003,41.116
Woods Landing,WY,Albany County,-106.021,41.115
Tiffin,OH,Seneca County,-83.178,41.115
Monroe,NJ,Sussex County,-74.633,41.115
Suffern,NY,Rockland County,-74.149,41.115
Stromsburg,NE,Polk County,-97.599,41.114
Norwood,IA,Lucas County,-93.485,41.114
Ringwood,NJ,Passaic County,-74.245,41.114
Silver City,IA,Mills County,-95.638,41.113
Spring Valley,NY,Rockland County,-74.043,41.113
Wells,NV,Elko County,-114.966,41.112
Cobre,NV,Elko County,-114.403,41.112
Henry,IL,Marshall County,-89.356,41.112
Tallman,NY,Rockland County,-74.099,41.111
Monsey,NY,Rockland County,-74.068,41.111
Sligo,PA,Clarion County,-79.49,41.11
Rio,IL,Knox County,-90.4,41.109
Surprise,NE,Butler County,-97.312,41.108
McComb,OH,Hancock County,-83.792,41.108
Boyers,PA,Butler County,-79.899,41.108
Sandy,PA,Clearfield County,-78.771,41.108
Hawthorne,NY,Westchester County,-73.795,41.108
Mill Hall,PA,Clinton County,-77.484,41.107
Upper Nyack,NY,Rockland County,-73.92,41.107
Swedesburg,IA,Henry County,-91.548,41.106
Arcola,IN,Allen County,-85.294,41.104
North Fairfield,OH,Huron County,-82.612,41.104
Greenport,NY,Suffolk County,-72.36,41.104
Tallmadge,OH,Summit County,-81.442,41.102
Austintown,OH,Mahoning County,-80.764,41.102
Granite Canon,WY,Laramie County,-105.144,41.101
Spencer,OH,Medina County,-82.123,41.101
Airmont,NY,Rockland County,-74.115,41.101
Oakville,IA,Louisa County,-91.045,41.1
Continental,OH,Putnam County,-84.266,41.1
Youngstown,OH,Mahoning County,-80.649,41.1
Keithsburg,IL,Mercer County,-90.943,41.099
Copley,OH,Summit County,-81.644,41.099
Dwight,IL,Livingston County,-88.422,41.098
Leipsic,OH,Putnam County,-83.984,41.098
Lafayette,NJ,Sussex County,-74.688,41.098
Orchard Valley,WY,Laramie County,-104.816,41.097
Reddick,IL,Livingston County,-88.25,41.097
West Nyack,NY,Rockland County,-73.972,41.097
Nubieber,CA,Lassen County,-121.185,41.096
Morning Sun,IA,Des Moines County,-91.258,41.096
Oakwood,OH,Paulding County,-84.381,41.096
Swiftwater,PA,Monroe County,-75.324,41.096
Memphis,NE,Saunders County,-96.432,41.095
Fitchville,OH,Huron County,-82.488,41.095
Brule,NE,Keith County,-101.889,41.094
Toulon,IL,Stark County,-89.865,41.094
Chappell,NE,Deuel County,-102.472,41.093
Blakeslee,PA,Monroe County,-75.592,41.093
Bushkill,PA,Pike County,-75.001,41.093
Hazard,NE,Sherman County,-99.08,41.091
Nyack,NY,Rockland County,-73.917,41.091
Stennett,IA,Montgomery County,-95.195,41.09
Stockholm,NJ,Sussex County,-74.516,41.09
Mahwah,NJ,Bergen County,-74.143,41.089
Nanuet,NY,Rockland County,-74.013,41.089
Tie Siding,WY,Albany County,-105.491,41.088
Williamson,IA,Lucas County,-93.256,41.088
Hilliards,PA,Butler County,-79.833,41.086
North Tarrytown,NY,Westchester County,-73.858,41.086
Chillicothe,IA,Wapello County,-92.53,41.085
South Whitley,IN,Whitley County,-85.628,41.085
New London,OH,Huron County,-82.4,41.085
Watsontown,PA,Northumberland County,-76.863,41.085
Dwight,NE,Butler County,-97.019,41.084
South Nyack,NY,Rockland County,-73.919,41.083
Saint Libory,NE,Howard County,-98.356,41.082
Valparaiso,NE,Saunders County,-96.832,41.082
Springfield,NE,Sarpy County,-96.135,41.082
Abingdon,IA,Jefferson County,-92.14,41.082
Akron,OH,Summit County,-81.519,41.082
Ogdensburg,NJ,Somerset County,-74.591,41.082
Medaryville,IN,Pulaski County,-86.892,41.081
Aroma Park,IL,Kankakee County,-87.811,41.08
Croft,PA,Clearfield County,-78.334,41.08
Darlington,NJ,Bergen County,-74.181,41.08
Foxpark,WY,Albany County,-106.154,41.079
Maxwell,NE,Lincoln County,-100.525,41.079
Morton Mills,IA,Montgomery County,-94.985,41.079
Darien,CT,Fairfield County,-73.468,41.079
Payne,OH,Paulding County,-84.727,41.078
Campbell,OH,Mahoning County,-80.599,41.078
Orangeville,PA,Columbia County,-76.414,41.078
Polk,NE,Polk County,-97.785,41.077
Tarrytown,NY,Westchester County,-73.858,41.077
Hordville,NE,Hamilton County,-97.886,41.076
LaPlatte,NE,Sarpy County,-95.926,41.075
Fair Oaks,IN,Jasper County,-87.258,41.075
Valhalla,NY,Westchester County,-73.775,41.075
Howard City,NE,Howard County,-98.716,41.074
Fort Wayne,IN,Allen County,-85.14,41.073
Ulysses,NE,Butler County,-97.203,41.072
Oneida,IL,Knox County,-90.226,41.072
Gifford,IN,Jasper County,-87.053,41.071
New Haven,IN,Allen County,-85.014,41.071
Beech Creek,PA,Clinton County,-77.567,41.066
Glenville,NY,Westchester County,-73.84,41.066
Deeth,NV,Elko County,-115.277,41.065
Avery,IA,Monroe County,-92.715,41.065
Rochester,IN,Fulton County,-86.216,41.065
Attica,OH,Seneca County,-82.887,41.065
Southold,NY,Suffolk County,-72.425,41.065
Slippery Rock,PA,Butler County,-80.055,41.064
Blauvelt,NY,Rockland County,-73.957,41.064
Grand View-on-Hudson,NY,Rockland County,-73.919,41.064
Alexis,IL,Warren County,-90.556,41.063
Hopkins Park,IL,Kankakee County,-87.553,41.063
Devils Slide,UT,Morgan County,-111.55,41.062
Trenton,IA,Henry County,-91.638,41.062
Wyoming,IL,Stark County,-89.773,41.062
Big Springs,NE,Deuel County,-102.076,41.061
White Haven,PA,Luzerne County,-75.773,41.061
Layton,UT,Davis County,-111.972,41.06
Trinidad,CA,Humboldt County,-124.146,41.059
Hiteman,IA,Monroe County,-92.893,41.059
Pearl River,NY,Rockland County,-74.021,41.059
Jelm,WY,Albany County,-106.015,41.058
Creston,IA,Union County,-94.362,41.058
Mount Union,IA,Henry County,-91.391,41.058
Newton,NJ,Somerset County,-74.752,41.058
Ramsey,NJ,Bergen County,-74.14,41.058
Upper Saddle River,NJ,Bergen County,-74.098,41.058
Ceresco,NE,Saunders County,-96.646,41.057
Bruin,PA,Butler County,-79.726,41.055
Berwick,PA,Columbia County,-76.232,41.055
Elmsford,NY,Westchester County,-73.82,41.055
North White Plains,NY,Westchester County,-73.766,41.055
Lonetree,WY,Uinta County,-110.155,41.054
Stamford,CT,Fairfield County,-73.538,41.054
Wenona,IL,Marshall County,-89.051,41.053
Willard,OH,Huron County,-82.726,41.053
Luthersburg,PA,Clearfield County,-78.719,41.053
Macopin,NJ,Passaic County,-74.388,41.053
Bloomville,OH,Seneca County,-83.015,41.052
Struthers,OH,Mahoning County,-80.591,41.052
Washingtonville,PA,Montour County,-76.674,41.052
Madeline,CA,Lassen County,-120.477,41.051
Winamac,IN,Pulaski County,-86.603,41.051
New Riegel,OH,Seneca County,-83.319,41.051
Sykesville,PA,Jefferson County,-78.822,41.051
Hoopa,CA,Humboldt County,-123.677,41.05
McArthur,CA,Shasta County,-121.401,41.05
Emory,UT,Summit County,-111.309,41.05
Carbon,IA,Adams County,-94.824,41.05
Herscher,IL,Kankakee County,-88.098,41.049
Laud,IN,Whitley County,-85.452,41.049
Clarence,PA,Centre County,-77.94,41.048
Lorenzo,NE,Cheyenne County,-103.069,41.047
Glenwood,IA,Mills County,-95.743,41.047
Newfoundland,NJ,Passaic County,-74.434,41.047
Orangeburg,NY,Rockland County,-73.949,41.047
Carpenter,WY,Laramie County,-104.368,41.046
Salina,IA,Jefferson County,-91.834,41.046
Oak Ridge,NJ,Passaic County,-74.485,41.046
Sweetwater,NE,Buffalo County,-99.008,41.044
Findlay,OH,Hancock County,-83.65,41.044
Rimersburg,PA,Clarion County,-79.503,41.042
Allendale,NJ,Bergen County,-74.128,41.042
Piermont,NY,Rockland County,-73.917,41.042
Tannersville,PA,Monroe County,-75.305,41.041
Purchase,NY,Westchester County,-73.714,41.041
Morgan,UT,Morgan County,-111.684,41.04
Ashland,NE,Saunders County,-96.369,41.039
Murray,IA,Clarke County,-93.959,41.039
Wanaque,NJ,Passaic County,-74.294,41.039
Irvington,NY,Westchester County,-73.864,41.039
East White Plains,NY,Westchester County,-73.747,41.039
Akron,IN,Fulton County,-86.028,41.038
Park Ridge,NJ,Bergen County,-74.04,41.038
Cedar Creek,NE,Cass County,-96.1,41.037
Baggs,WY,Carbon County,-107.659,41.036
Varna,IL,Marshall County,-89.226,41.036
Montauk,NY,Suffolk County,-71.953,41.036
Kaysville,UT,Davis County,-111.94,41.035
Osceola,IA,Clarke County,-93.766,41.034
Victoria,IL,Knox County,-90.098,41.034
Lodi,OH,Medina County,-82.012,41.034
Loganton,PA,Clinton County,-77.306,41.034
White Plains,NY,Westchester County,-73.762,41.034
Dixon,WY,Carbon County,-107.537,41.033
Moshannon,PA,Centre County,-78.005,41.032
Sparkill,NY,Rockland County,-73.926,41.032
Snow Shoe,PA,Centre County,-77.949,41.031
Greenwich,OH,Huron County,-82.516,41.03
Oasis,NV,Elko County,-114.489,41.029
Burntfork,WY,Sweetwater County,-110.006,41.029
Sparland,IL,Marshall County,-89.439,41.029
Nova,OH,Ashland County,-82.304,41.029
McKinnon,WY,Sweetwater County,-109.937,41.028
Gresham,NE,York County,-97.403,41.028
Afton,IA,Union County,-94.199,41.027
Albia,IA,Monroe County,-92.806,41.027
Yarmouth,IA,Des Moines County,-91.324,41.027
Clearfield,PA,Clearfield County,-78.439,41.027
Ravenna,NE,Buffalo County,-98.913,41.026
Wadsworth,OH,Medina County,-81.73,41.026
Greenwich,CT,Fairfield County,-73.628,41.026
Savery,WY,Carbon County,-107.451,41.025
Lacon,IL,Marshall County,-89.411,41.025
Saint Anne,IL,Kankakee County,-87.714,41.025
Chapman,NE,Merrick County,-98.16,41.024
Melmore,OH,Seneca County,-83.109,41.024
Atwater,OH,Portage County,-81.163,41.024
Deerfield,OH,Portage County,-81.05,41.024
Boardman,OH,Mahoning County,-80.663,41.024
Poland,OH,Mahoning County,-80.614,41.024
Hastings,IA,Mills County,-95.5,41.023
Prescott,IA,Adams County,-94.614,41.023
Brady,NE,Lincoln County,-100.368,41.022
Tappan,NY,Rockland County,-73.946,41.022
Cloverdale,OH,Putnam County,-84.304,41.021
Lakemore,OH,Summit County,-81.436,41.021
Big Bend,CA,Shasta County,-121.913,41.02
Henefer,UT,Summit County,-111.503,41.019
West Jersey,IL,Stark County,-89.927,41.019
Kewanna,IN,Fulton County,-86.414,41.019
Grover Hill,OH,Paulding County,-84.477,41.019
Ottawa,OH,Putnam County,-84.047,41.019
Hartsdale,NY,Westchester County,-73.797,41.019
Gilboa,OH,Putnam County,-83.922,41.018
Apshawa,NJ,Passaic County,-74.362,41.018
Agnew,NE,Lancaster County,-96.815,41.017
Freeland,PA,Luzerne County,-75.896,41.017
Green Pond,NJ,Morris County,-74.477,41.017
Franklin Lakes,NJ,Bergen County,-74.205,41.017
Ottumwa,IA,Wapello County,-92.411,41.015
Dobbs Ferry,NY,Westchester County,-73.872,41.015
Chariton,IA,Lucas County,-93.311,41.014
Howard,PA,Centre County,-77.657,41.014
Oakland,NJ,Bergen County,-74.264,41.014
Barberton,OH,Summit County,-81.605,41.013
Woodburn,IA,Clarke County,-93.599,41.012
Milton,PA,Northumberland County,-76.847,41.012
Crannell,CA,Humboldt County,-124.088,41.011
Eddyville,NE,Dawson County,-99.625,41.011
Plattsmouth,NE,Cass County,-95.883,41.011
Little York,IL,Warren County,-90.747,41.011
Waldwick,NJ,Bergen County,-74.117,41.011
Palisades,NY,Rockland County,-73.913,41.011
Ardsley,NY,Westchester County,-73.843,41.011
Red Oak,IA,Montgomery County,-95.233,41.01
Seville,OH,Medina County,-81.862,41.01
Wyckoff,NJ,Bergen County,-74.172,41.01
Fairfield,IA,Jefferson County,-91.963,41.009
Malvern,IA,Mills County,-95.585,41.008
Mediapolis,IA,Des Moines County,-91.164,41.008
Petersburg,NJ,Morris County,-74.523,41.008
Bee,NE,Seward County,-97.058,41.007
Northvale,NJ,Bergen County,-73.948,41.007
Trinity Center,CA,Trinity County,-122.691,41.006
Benedict,NE,York County,-97.607,41.006
Harriman,WY,Laramie County,-105.251,41.005
Long Point,IL,Livingston County,-88.892,41.005
Benton Ridge,OH,Hancock County,-83.794,41.005
Pompton Lakes,NJ,Passaic County,-74.29,41.005
Scarsdale,NY,Westchester County,-73.784,41.005
Fall River Mills,CA,Shasta County,-121.44,41.004
Odell,IL,Livingston County,-88.525,41.004
New Castle,PA,Lawrence County,-80.347,41.004
Bloomsburg,PA,Columbia County,-76.454,41.004
Butler,NJ,Morris County,-74.34,41.004
Kronborg,NE,Hamilton County,-97.941,41.003
Chebanse,IL,Kankakee County,-87.908,41.003
Grassflat,PA,Clearfield County,-78.114,41.003
Hillsdale,NJ,Bergen County,-74.04,41.003
Hastings-On-Hudson,NY,Westchester County,-73.878,41.003
South Bend,NE,Cass County,-96.246,41.002
New Bethlehem,PA,Clarion County,-79.331,41.002
Kinnelon,NJ,Morris County,-74.366,41.002
Bloomingdale,NJ,Passaic County,-74.326,41.002
Port Chester,NY,Westchester County,-73.665,41.002
Cairo,NE,Hall County,-98.608,41.001
North Manchester,IN,Wabash County,-85.769,41.001
Aboite,IN,Allen County,-85.318,41.001
Anita,PA,Jefferson County,-78.963,41.001
Louisville,NE,Cass County,-96.163,40.998
Carrothers,OH,Seneca County,-82.922,40.998
Woodland,PA,Clearfield County,-78.341,40.998
Ho-Ho-Kus,NJ,Bergen County,-74.101,40.997
Woodstock,NJ,Morris County,-74.525,40.996
Lockridge,IA,Jefferson County,-91.748,40.995
Cabery,IL,Kankakee County,-88.205,40.995
Batavia,IA,Jefferson County,-92.168,40.994
Riverdale,NJ,Morris County,-74.303,40.994
Greenville,NY,Westchester County,-73.819,40.993
Westwood,NJ,Bergen County,-74.032,40.992
McCutchenville,OH,Wyandot County,-83.259,40.991
Tylersville,PA,Clinton County,-77.424,40.991
Mattituck,NY,Suffolk County,-72.533,40.991
Corning,IA,Adams County,-94.741,40.99
Cornell,IL,Livingston County,-88.73,40.99
Scott,OH,Van Wert County,-84.583,40.99
Midland Park,NJ,Bergen County,-74.14,40.99
Julesburg,CO,Sedgwick County,-102.266,40.989
Manila,UT,Daggett County,-109.724,40.988
Hiawatha,CO,Moffat County,-108.622,40.988
Woodworth,OH,Mahoning County,-80.663,40.988
Davey,NE,Lancaster County,-96.667,40.987
Mausdale,PA,Montour County,-76.634,40.987
Stroudsburg,PA,Monroe County,-75.194,40.987
Marcella,NJ,Morris County,-74.473,40.987
Porterville,UT,Morgan County,-111.682,40.986
Francesville,IN,Pulaski County,-86.879,40.986
Woodport,NJ,Morris County,-74.61,40.986
Portage Lakes,OH,Summit County,-81.535,40.985
Rutland,IL,La Salle County,-89.042,40.984
Harrington Park,NJ,Bergen County,-73.979,40.984
Kalida,OH,Putnam County,-84.199,40.983
East Brady,PA,Clarion County,-79.611,40.983
Stanton,IA,Mills County,-95.105,40.982
